ANO;TRIMESTRE;RAZAO_SOCIAL;NOME_FANTASIA;CNPJ;PORTE;DATA_INICIO_OPERACAO;SITUACAO;ATIVIDADE;CEP;UF;LOCALIDADE;BAIRRO;LOGRADOURO;DATA_GERACAO_CERTIFICADO;DATA_VALIDADE_CERTIFICADO;CODIGO_CERTIFICADO;CODIGO_DESCRICAO_CNAE;NATUREZA_JURIDICA
2018;3;MARCONNY M. DE SOUSA;RESTAURANTE PRAZERES DA GULA;19.817.637/0001-01;MICROEMPRESA;03/03/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 11:23:33;19/09/2019 00:00:00;19.817.637/0001-01;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2018;3;JOSEMAR FERREIRA DA SILVA 31910785415;JOSEMAKI SUSHI;19.844.469/0001-35;MICROEMPRESA;10/03/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;53990-000;PE;Fernando de Noronha; - ;Rua São Miguel;23/05/2018 13:46:17;23/05/2020 13:46:17;19.844.469/0001-35;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2018;3;VANUSA MARIA DOS SANTOS 04235508458;LINNUS LANCHES;20.979.031/0001-43;MICROEMPRESA;04/09/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 13:28:16;17/07/2019 00:00:00;20.979.031/0001-43;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2018;3;JANDIRA DAS MERCES DE SOUZA - ME;RESTAURANTE FELIX;21.216.743/0001-73;MICROEMPRESA;14/10/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 14:06:18;17/07/2019 00:00:00;21.216.743/0001-73;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2018;3;M. R TRANSPORTE AQUAVIARIO EIRELI;CATAMARA AGUA VIVA;22.022.467/0001-75;MICROEMPRESA;11/03/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;55580-000;PE;Sirinhaém; - ;Rua Alberico Francisco da Cruz;12/06/2018 15:03:55;12/06/2020 15:03:55;22.022.467/0001-75;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2018;3;NEILMA LEITE RIBEIRO 74929267404;RESTAURANTE RECANTO DO PEIXE;22.655.572/0001-41;MICROEMPRESA;16/06/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 09:52:31;04/08/2019 00:00:00;22.655.572/0001-41;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2018;3;T A GOMES GONCALVES PEREIRA - ME;RESTAURANTE E PIZZARIA PANORAMICO;25.256.804/0002-68;MICROEMPRESA;03/08/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 08:38:09;04/08/2019 00:00:00;25.256.804/0002-68;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2018;3;POUSADA PREMIUM EIRELI - ME;POUSADA PREMIUM;25.400.449/0001-78;MICROEMPRESA;04/08/2016;Em Implantação;Restaurante, Cafeteria, Bar e Similares;56250-000;PE;Trindade; - ;Sem Logradouro;10/08/2017 16:09:46;10/08/2019 00:00:00;25.400.449/0001-78;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2018;3;CLOCK RESTAURANTE E PIZZARIA LTDA - EPP;CLOCK PIZZA;27.540.496/0001-42;EMPRESA DE PEQUENO PORTE;17/04/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;51110-130;PE;Recife;Pina;Herculano Bandeira;17/11/2017 10:38:16;17/11/2019 00:00:00;27.540.496/0001-42;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2018;3;JUCELINO COELHO GOMES - ME;PIZZARIA VÓ GRACINHA;28.433.671/0001-65;MICROEMPRESA;16/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 11:31:47;19/09/2019 00:00:00;28.433.671/0001-65;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário (Individual)
2018;3;CASA GRANDE DOS CARNEIROS RESTAURANTE LTDA;CANOEIRO CATI;31.504.539/0001-01;MICROEMPRESA;14/09/2018;Em Implantação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré; - ;VIA LITORANEA DOS CARNEIROS;20/09/2018 07:18:18;20/09/2020 07:18:18;31.504.539/0001-01;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2018;2;J TARCISIO CIA LTDA;ARCO CENTER PREÇO BAIXO TODO DIA;00.221.551/0001-85;DEMAIS;04/10/1994;Em Operação;Restaurante, Cafeteria, Bar e Similares;55515-000;PE;Amaraji; - ;Sem Logradouro;17/10/2016 11:40:53;00.221.551/0001-85;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;JORGE EDUARDO MONTEIRO MERIGUETTE;TIA DULCE & DULCE MONTEIRO RECEPCOES;01.100.994/0001-80;MICROEMPRESA;21/03/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;53120-010;PE;Olinda;Carmo;do Sol;27/04/2018 10:12:23;01.100.994/0001-80;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;ZEZITO ANTONIO ALVES;BAR E RESTAURANTE DO CARUARU;01.143.542/0001-86;MICROEMPRESA;16/04/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré; - ;Sem Logradouro;19/01/2017 16:53:13;01.143.542/0001-86;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;| Inglês | Italiano
2018;2;ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;RESTAURANTE NABUCO;02.223.966/0036-43;DEMAIS;03/10/2003;Em Operação;Restaurante, Cafeteria, Bar e Similares;51111-000;PE;Recife;Boa Viagem;Boa Viagem;16/03/2018 08:47:44;02.223.966/0036-43;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;HOTEIS E TURISMO DO NORDESTE EIRELI;HOTÉIS E TURISMO DO NORDESTE LTDA - EPP;04.282.640/0001-92;EMPRESA DE PEQUENO PORTE;13/02/2001;Em Operação;Restaurante, Cafeteria, Bar e Similares;55296-300;PE;Garanhuns;Heliópolis;Rui Barbosa;20/06/2018 09:46:26;04.282.640/0001-92;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;LUCIANA MASCIMA KAUFMANN;OPARA;04.845.044/0001-73;MICROEMPRESA;21/12/2001;Em Operação;Restaurante, Cafeteria, Bar e Similares;54505-000;PE;Cabo de Santo Agostinho;Centro;BR-101 Sul;12/08/2016 09:39:46;04.845.044/0001-73;5611-2/01 - RESTAURANTES E SIMILARES; - ;| Alemão | Inglês
2018;2;M & E DALCIN LTDA  - ME;HOTEL E CHURRASCARIA GAÚCHA;08.989.088/0001-28;MICROEMPRESA;23/07/2007;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 11:12:50;08.989.088/0001-28;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;ERONIDES LEITE GILOCA - ME;POINT DO ERON LANCHES BAR;10.359.981/0001-11;MICROEMPRESA;09/09/2008;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 10:57:09;10.359.981/0001-11;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2018;2;PANIFICADORA LISBOA LTDA - ME;DELICATESSEN LISBOA;10.630.713/0001-92;MICROEMPRESA;14/05/1974;Em Operação;Restaurante, Cafeteria, Bar e Similares;50850-000;PE;Recife;Afogados;São Miguel;14/12/2017 15:36:05;10.630.713/0001-92;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2018;2;H L HOTEIS LTDA;SERRAMBI RESORT;11.881.729/0001-30;DEMAIS;04/12/1986;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;LOT PROPRIEDADE PONTA DE SERRAMBI;19/04/2018 07:58:02;11.881.729/0001-30;5611-2/01 - RESTAURANTES E SIMILARES; - ;| Espanhol | Inglês
2018;2;C A E - SERVICOS GASTRONOMICOS E EVENTOS LTDA - EPP;C A E  - SERVIÇOS E EVENTOS;14.376.253/0001-79;EMPRESA DE PEQUENO PORTE;13/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;56304-610;PE;Petrolina;Centro;Olímpio Virgílio;25/07/2017 08:38:52;14.376.253/0001-79;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;WAGNER LIRA MARQUES 08596862480;RESTAURANTE BODE ASSADO SARAPÓ;14.655.458/0001-93;MICROEMPRESA;22/11/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 09:33:12;14.655.458/0001-93;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;VILLA SANDINO RESTAURANTE LTDA;VILLA SANDINO RESTAURANTE;14.874.954/0001-38;DEMAIS;04/01/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;52020-190;PE;Recife;Espinheiro;Nicarágua;11/04/2018 15:17:30;14.874.954/0001-38;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;MARIA APARECIDA DE SOUZA SANTOS 82068364468;TIA CIDA LANCHES;15.630.774/0001-73;MICROEMPRESA;31/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 11:47:33;15.630.774/0001-73;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2018;2;J. A. DA COSTA EVENTOS;METAMBIENTAL;16.754.569/0001-82;MICROEMPRESA;24/08/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;53625-375;PE;Nova Cruz;Jardim Boa Sorte;Maria Luiza da Silva;01/03/2018 15:30:44;16.754.569/0001-82;5611-2/01 - RESTAURANTES E SIMILARES; - ;| Espanhol | Inglês | Português
2018;2;MARIA DO SOCORRO TORRES DE SA - ME;REI DO CHURRASCO;17.286.342/0001-12;MICROEMPRESA;11/12/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 10:49:02;17.286.342/0001-12;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;RESTAURANTE DONNA JULIA LTDA - EPP;RESTAURANTE DONNA JULIA;17.893.845/0001-56;EMPRESA DE PEQUENO PORTE;09/04/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 13:43:54;17.893.845/0001-56;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;LUIS GOMES DA SILVA RESTAURANTE E COZINHA - EPP;COZINHA E RESTAURANTE BRASILIA;18.593.223/0001-75;EMPRESA DE PEQUENO PORTE;01/08/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 13:53:23;18.593.223/0001-75;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;MARCONNY M. DE SOUSA;RESTAURANTE PRAZERES DA GULA;19.817.637/0001-01;MICROEMPRESA;03/03/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 11:23:33;19.817.637/0001-01;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;JOSEMAR FERREIRA DA SILVA 31910785415;JOSEMAKI SUSHI;19.844.469/0001-35;MICROEMPRESA;10/03/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;53990-000;PE;Fernando de Noronha; - ;Rua São Miguel;23/05/2018 13:46:17;19.844.469/0001-35;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;SAVIO DE GODOY VASCONCELLOS - ME;NA LADEIRA;20.712.680/0001-83;MICROEMPRESA;25/07/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;53020-170;PE;Ipojuca;Carmo;Treze de Maio;12/08/2016 10:50:51;20.712.680/0001-83;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;VANUSA MARIA DOS SANTOS 04235508458;LINNUS LANCHES;20.979.031/0001-43;MICROEMPRESA;04/09/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 13:28:16;20.979.031/0001-43;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2018;2;JANDIRA DAS MERCES DE SOUZA - ME;RESTAURANTE FELIX;21.216.743/0001-73;MICROEMPRESA;14/10/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 14:06:18;21.216.743/0001-73;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;M. R TRANSPORTE AQUAVIARIO EIRELI;CATAMARA AGUA VIVA;22.022.467/0001-75;MICROEMPRESA;11/03/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;55580-000;PE;Sirinhaém; - ;Rua Alberico Francisco da Cruz;12/06/2018 15:03:55;22.022.467/0001-75;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;NEILMA LEITE RIBEIRO 74929267404;RESTAURANTE RECANTO DO PEIXE;22.655.572/0001-41;MICROEMPRESA;16/06/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 09:52:31;22.655.572/0001-41;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;T A GOMES GONCALVES PEREIRA - ME;RESTAURANTE E PIZZARIA PANORAMICO;25.256.804/0002-68;MICROEMPRESA;03/08/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 08:38:09;25.256.804/0002-68;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;POUSADA PREMIUM EIRELI - ME;POUSADA PREMIUM;25.400.449/0001-78;MICROEMPRESA;04/08/2016;Em Implantação;Restaurante, Cafeteria, Bar e Similares;56250-000;PE;Trindade; - ;Sem Logradouro;10/08/2017 16:09:46;25.400.449/0001-78;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2018;2;CLOCK RESTAURANTE E PIZZARIA LTDA - EPP;CLOCK PIZZA;27.540.496/0001-42;EMPRESA DE PEQUENO PORTE;17/04/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;51110-130;PE;Recife;Pina;Herculano Bandeira;17/11/2017 10:38:16;27.540.496/0001-42;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;2;JUCELINO COELHO GOMES - ME;PIZZARIA VÓ GRACINHA;28.433.671/0001-65;MICROEMPRESA;16/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 11:31:47;28.433.671/0001-65;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2018;1;J TARCISIO CIA LTDA;ARCO CENTER PREÇO BAIXO TODO DIA;00.221.551/0001-85;DEMAIS;04/10/1994;Em Operação;Restaurante, Cafeteria, Bar e Similares;55515-000;PE;Amaraji; - ;Sem Logradouro;17/10/2016 11:40:53;00.221.551/0001-85;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;ZEZITO ANTONIO ALVES;BAR E RESTAURANTE DO CARUARU;01.143.542/0001-86;MICROEMPRESA;16/04/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré; - ;Sem Logradouro;19/01/2017 16:53:13;01.143.542/0001-86;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;| Inglês | Italiano
2018;1;ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;RESTAURANTE NABUCO;02.223.966/0036-43;DEMAIS;03/10/2003;Em Operação;Restaurante, Cafeteria, Bar e Similares;51111-000;PE;Recife;Boa Viagem;Boa Viagem;16/03/2018 08:47:44;02.223.966/0036-43;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;LUCIANA MASCIMA KAUFMANN;OPARA;04.845.044/0001-73;MICROEMPRESA;21/12/2001;Em Operação;Restaurante, Cafeteria, Bar e Similares;54505-000;PE;Cabo de Santo Agostinho;Centro;BR-101 Sul;12/08/2016 09:39:46;04.845.044/0001-73;5611-2/01 - RESTAURANTES E SIMILARES; - ;| Alemão | Inglês
2018;1;A R S COMERCIO DERIVADOS DE PETROLEO LTDA - EPP;A R S COMERCIO DERIVADOS DE PETROLEO LTDA EPP;07.821.098/0002-78;EMPRESA DE PEQUENO PORTE;13/08/2015;Em Implantação;Restaurante, Cafeteria, Bar e Similares;56909-000;PE;Serra Talhada;São Cristóvão;João Gomes de Lucena;27/05/2016 11:51:52;07.821.098/0002-78;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;M & E DALCIN LTDA  - ME;HOTEL E CHURRASCARIA GAÚCHA;08.989.088/0001-28;MICROEMPRESA;23/07/2007;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 11:12:50;08.989.088/0001-28;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;ERONIDES LEITE GILOCA - ME;POINT DO ERON LANCHES BAR;10.359.981/0001-11;MICROEMPRESA;09/09/2008;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 10:57:09;10.359.981/0001-11;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2018;1;PANIFICADORA LISBOA LTDA - ME;DELICATESSEN LISBOA;10.630.713/0001-92;MICROEMPRESA;14/05/1974;Em Operação;Restaurante, Cafeteria, Bar e Similares;50850-000;PE;Recife;Afogados;São Miguel;14/12/2017 15:36:05;10.630.713/0001-92;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2018;1;C A E - SERVICOS GASTRONOMICOS E EVENTOS LTDA - EPP;C A E  - SERVIÇOS E EVENTOS;14.376.253/0001-79;EMPRESA DE PEQUENO PORTE;13/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;56304-610;PE;Petrolina;Centro;Olímpio Virgílio;25/07/2017 08:38:52;14.376.253/0001-79;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;WAGNER LIRA MARQUES 08596862480;RESTAURANTE BODE ASSADO SARAPÓ;14.655.458/0001-93;MICROEMPRESA;22/11/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 09:33:12;14.655.458/0001-93;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;MARIA APARECIDA DE SOUZA SANTOS 82068364468;TIA CIDA LANCHES;15.630.774/0001-73;MICROEMPRESA;31/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 11:47:33;15.630.774/0001-73;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2018;1;J. A. DA COSTA EVENTOS;METAMBIENTAL;16.754.569/0001-82;MICROEMPRESA;24/08/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;53625-375;PE;Nova Cruz;Jardim Boa Sorte;Maria Luiza da Silva;01/03/2018 15:30:44;16.754.569/0001-82;5611-2/01 - RESTAURANTES E SIMILARES; - ;| Espanhol | Inglês | Português
2018;1;MARIA DO SOCORRO TORRES DE SA - ME;REI DO CHURRASCO;17.286.342/0001-12;MICROEMPRESA;11/12/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 10:49:02;17.286.342/0001-12;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;RESTAURANTE DONNA JULIA LTDA - EPP;RESTAURANTE DONNA JULIA;17.893.845/0001-56;EMPRESA DE PEQUENO PORTE;09/04/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 13:43:54;17.893.845/0001-56;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;LUIS GOMES DA SILVA RESTAURANTE E COZINHA - EPP;COZINHA E RESTAURANTE BRASILIA;18.593.223/0001-75;EMPRESA DE PEQUENO PORTE;01/08/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 13:53:23;18.593.223/0001-75;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;MARCONNY M. DE SOUSA;RESTAURANTE PRAZERES DA GULA;19.817.637/0001-01;MICROEMPRESA;03/03/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 11:23:33;19.817.637/0001-01;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;SAVIO DE GODOY VASCONCELLOS - ME;NA LADEIRA;20.712.680/0001-83;MICROEMPRESA;25/07/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;53020-170;PE;Ipojuca;Carmo;Treze de Maio;12/08/2016 10:50:51;20.712.680/0001-83;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;VANUSA MARIA DOS SANTOS 04235508458;LINNUS LANCHES;20.979.031/0001-43;MICROEMPRESA;04/09/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 13:28:16;20.979.031/0001-43;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2018;1;JANDIRA DAS MERCES DE SOUZA - ME;RESTAURANTE FELIX;21.216.743/0001-73;MICROEMPRESA;14/10/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 14:06:18;21.216.743/0001-73;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;NEILMA LEITE RIBEIRO 74929267404;RESTAURANTE RECANTO DO PEIXE;22.655.572/0001-41;MICROEMPRESA;16/06/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 09:52:31;22.655.572/0001-41;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;T A GOMES GONCALVES PEREIRA - ME;RESTAURANTE E PIZZARIA PANORAMICO;25.256.804/0002-68;MICROEMPRESA;03/08/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 08:38:09;25.256.804/0002-68;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;POUSADA PREMIUM EIRELI - ME;POUSADA PREMIUM;25.400.449/0001-78;MICROEMPRESA;04/08/2016;Em Implantação;Restaurante, Cafeteria, Bar e Similares;56250-000;PE;Trindade; - ;Sem Logradouro;10/08/2017 16:09:46;25.400.449/0001-78;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2018;1;CLOCK RESTAURANTE E PIZZARIA LTDA - EPP;CLOCK PIZZA;27.540.496/0001-42;EMPRESA DE PEQUENO PORTE;17/04/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;51110-130;PE;Recife;Pina;Herculano Bandeira;17/11/2017 10:38:16;27.540.496/0001-42;5611-2/01 - RESTAURANTES E SIMILARES; - ; - 
2018;1;JUCELINO COELHO GOMES - ME;PIZZARIA VÓ GRACINHA;28.433.671/0001-65;MICROEMPRESA;16/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 11:31:47;28.433.671/0001-65;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - 
2017;4;LUIS GOMES DA SILVA RESTAURANTE E COZINHA - EPP;COZINHA E RESTAURANTE BRASILIA;18.593.223/0001-75;Microempresa;;Em Operação;Restaurantes, Cafeterias e Bares;56.460.000;PE;Petrolândia;Petrolândia;AVENIDA DJALMA WANDERLEY N ° 481;;;16.087806.15.0001-1;5611-2/01-RESTAURANTES E SIMILARES (Secundário);Empresário Individual (Não MEI)
2017;4;RESTAURANTE DONNA JULIA LTDA - EPP;RESTAURANTE DONNA JULIA;17.893.845/0001-56;Microempresa;;Em Operação;Restaurantes, Cafeterias e Bares;56.460.000;PE;Petrolândia;Petrolândia;AVENIDA MILVERNES CRUZ LIMA N ° 436;;;16.087805.15.0001-4;5611-2/01-RESTAURANTES E SIMILARES (Primário);Sociedade Empresária
2017;4;CLOCK RESTAURANTE E PIZZARIA LTDA  - EPP;CLOCK PIZZA;27.540.496/0001-42;Microempresa;;Em Operação;Restaurantes, Cafeterias e Bares;51.110.130;PE;Recife;Pina;AVENIDA HERCULANO BANDEIRA N ° 204;;;16.091200.15.0001-1;5611-2/01-RESTAURANTES E SIMILARES (Primário);Sociedade Empresária
2017;4;M & E DALCIN LTDA - ME;HOTEL E CHURRASCARIA GAÚCHA;08.989.088/0001-28;Microempresa;;Em Operação;Restaurantes, Cafeterias e Bares;56.395.000;PE;Lagoa Grande;Lagoa Grande;AV. NILO OELHO , 342 - CENTRO;;;16.065385.15.0001-1;5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário);Sociedade Empresária
2017;4;T A GOMES GONÇALVES PEREIRA - ME;RESTAURANTE E PIZZARIA PANORAMICO;25.256.804/0002-68;Microempresa;;Em Operação;Restaurantes, Cafeterias e Bares;56.180.000;PE;Cabrobó;Cabrobó;AVENIDA JOÃO PIRES DA SILVA N ° 711;;;16.088316.15.0002-2;5611-2/01-RESTAURANTES E SIMILARES (Primário);Empresário Individual (Não MEI)
2017;4;PANIFICADORA LISBOA LTDA - ME;DELICATESSEN LISBOA;10.630.713/0001-92;Empresa de Pequeno Porte;;Em Operação;Restaurantes, Cafeterias e Bares;50.850.000;PE;Recife;Afogados;RUA SÃO MIGUEL,N °  1357;;;16.091946.15.0001-9;5611-2/01-RESTAURANTES E SIMILARES (Secundário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário);Sociedade Empresária
